age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
69,DEAD,0.0549687446447844,0.0652165719105596,0.060092658277672,CHARLS,education,middle
70,I0,0.658604981208657,0.623220872580475,0.640912926894566,CHARLS,education,middle
70,D1,0.14249136038696,0.147227945141143,0.144859652764051,CHARLS,education,middle
70,R1,0.0973586031071225,0.107799593880935,0.102579098494029,CHARLS,education,middle
70,D2,0.036328483386701,0.0453385690430625,0.0408335262148817,CHARLS,education,middle
70,DEAD,0.0652165719105596,0.0764130193543842,0.0708147956324719,CHARLS,education,middle
71,I0,0.623220872580475,0.58808124051412,0.605651056547298,CHARLS,education,middle
71,D1,0.147227945141143,0.151170049295478,0.14919899721831,CHARLS,education,middle
71,R1,0.107799593880935,0.116996944376154,0.112398269128545,CHARLS,education,middle
71,D2,0.0453385690430625,0.0551590151663568,0.0502487921047097,CHARLS,education,middle
71,DEAD,0.0764130193543842,0.0885927506478909,0.0825028850011375,CHARLS,education,middle
72,I0,0.58808124051412,0.553322728062608,0.570701984288364,CHARLS,education,middle
72,D1,0.151170049295478,0.154397581439754,0.152783815367616,CHARLS,education,middle
72,R1,0.116996944376154,0.124766358949968,0.120881651663061,CHARLS,education,middle
72,D2,0.0551590151663568,0.0657029787872497,0.0604309969768033,CHARLS,education,middle
72,DEAD,0.0885927506478909,0.10181035276042,0.0952015517041555,CHARLS,education,middle
73,I0,0.553322728062608,0.519063461100682,0.536193094581645,CHARLS,education,middle
73,D1,0.154397581439754,0.156959448127131,0.155678514783443,CHARLS,education,middle
73,R1,0.124766358949968,0.131007584587092,0.12788697176853,CHARLS,education,middle
73,D2,0.0657029787872497,0.0768233580518776,0.0712631684195636,CHARLS,education,middle
73,DEAD,0.10181035276042,0.116146148133218,0.108978250446819,CHARLS,education,middle
74,I0,0.519063461100682,0.485401828655026,0.502232644877854,CHARLS,education,middle
74,D1,0.156959448127131,0.158877799929864,0.157918624028497,CHARLS,education,middle
74,R1,0.131007584587092,0.135706200416504,0.133356892501798,CHARLS,education,middle
74,D2,0.0768233580518776,0.0883064180721187,0.0825648880619981,CHARLS,education,middle
74,DEAD,0.116146148133218,0.131707752926487,0.123926950529853,CHARLS,education,middle
75,I0,0.485401828655026,0.452416379108593,0.46890910388181,CHARLS,education,middle
75,D1,0.158877799929864,0.1601519156491,0.159514857789482,CHARLS,education,middle
75,R1,0.135706200416504,0.138930195050391,0.137318197733447,CHARLS,education,middle
75,D2,0.0883064180721187,0.0998715660227978,0.0940889920474583,CHARLS,education,middle
75,DEAD,0.131707752926487,0.148629944169118,0.140168848547803,CHARLS,education,middle
76,I0,0.452416379108593,0.420166554518788,0.436291466813691,CHARLS,education,middle
76,D1,0.1601519156491,0.16076188292846,0.16045689928878,CHARLS,education,middle
76,R1,0.138930195050391,0.140820210854365,0.139875202952378,CHARLS,education,middle
76,D2,0.0998715660227978,0.11117862822866,0.105525097125729,CHARLS,education,middle
76,DEAD,0.148629944169118,0.167072723469727,0.157851333819423,CHARLS,education,middle
77,I0,0.420166554518788,0.388693974632326,0.404430264575557,CHARLS,education,middle
77,D1,0.16076188292846,0.160672264744293,0.160717073836377,CHARLS,education,middle
77,R1,0.140820210854365,0.141573542218719,0.141196876536542,CHARLS,education,middle
77,D2,0.11117862822866,0.121842769444831,0.116510698836745,CHARLS,education,middle
77,DEAD,0.167072723469727,0.187217448959831,0.177145086214779,CHARLS,education,middle
78,I0,0.388693974632326,0.358024010576946,0.373358992604636,CHARLS,education,middle
78,D1,0.160672264744293,0.1598359403542,0.160254102549247,CHARLS,education,middle
78,R1,0.141573542218719,0.14142326399005,0.141498403104384,CHARLS,education,middle
78,D2,0.121842769444831,0.131455890868027,0.126649330156429,CHARLS,education,middle
78,DEAD,0.187217448959831,0.209260894210778,0.198239171585305,CHARLS,education,middle
79,I0,0.358024010576946,0.32816744364394,0.343095727110443,CHARLS,education,middle
79,D1,0.1598359403542,0.158198277612224,0.159017108983212,CHARLS,education,middle
79,R1,0.14142326399005,0.140614828915979,0.141019046453015,CHARLS,education,middle
79,D2,0.131455890868027,0.139612337786423,0.135534114327225,CHARLS,education,middle
79,DEAD,0.209260894210778,0.233407112041434,0.221334003126106,CHARLS,education,middle
80,I0,0.32816744364394,0.29912208071412,0.31364476217903,CHARLS,education,middle
80,D1,0.158198277612224,0.155701729754881,0.156950003683552,CHARLS,education,middle
80,R1,0.140614828915979,0.139382781755634,0.139998805335807,CHARLS,education,middle
80,D2,0.139612337786423,0.145936354216016,0.142774346001219,CHARLS,education,middle
80,DEAD,0.233407112041434,0.25985705355935,0.246632082800392,CHARLS,education,middle
81,I0,0.29912208071412,0.270889112807824,0.285005596760972,CHARLS,education,middle
81,D1,0.155701729754881,0.15228884698256,0.15399528836872,CHARLS,education,middle
81,R1,0.139382781755634,0.137894510094808,0.138638645925221,CHARLS,education,middle
81,D2,0.145936354216016,0.150142881575341,0.148039617895679,CHARLS,education,middle
81,DEAD,0.25985705355935,0.288784648539467,0.274320851049408,CHARLS,education,middle
82,I0,0.270889112807824,0.243532459119619,0.257210785963721,CHARLS,education,middle
82,D1,0.15228884698256,0.147902192752843,0.150095519867702,CHARLS,education,middle
82,R1,0.137894510094808,0.136121486868289,0.137007998481548,CHARLS,education,middle
82,D2,0.150142881575341,0.152169786539501,0.151156334057421,CHARLS,education,middle
82,DEAD,0.288784648539467,0.320274074719748,0.304529361629607,CHARLS,education,middle
83,I0,0.243532459119619,0.217187318352813,0.230359888736216,CHARLS,education,middle
83,D1,0.147902192752843,0.142498371584753,0.145200282168798,CHARLS,education,middle
83,R1,0.136121486868289,0.13389062699387,0.135006056931079,CHARLS,education,middle
83,D2,0.152169786539501,0.152137483016487,0.152153634777994,CHARLS,education,middle
83,DEAD,0.320274074719748,0.354286200052077,0.337280137385912,CHARLS,education,middle
84,I0,0.217187318352813,0.192049236317813,0.204618277335313,CHARLS,education,middle
84,D1,0.142498371584753,0.136065500103982,0.139281935844368,CHARLS,education,middle
84,R1,0.13389062699387,0.130966886352859,0.132428756673364,CHARLS,education,middle
84,D2,0.152137483016487,0.150279907422778,0.151208695219633,CHARLS,education,middle
84,DEAD,0.354286200052077,0.390638469802568,0.372462334927323,CHARLS,education,middle
85,I0,0.192049236317813,0.168356975097322,0.180203105707568,CHARLS,education,middle
85,D1,0.136065500103982,0.128638869590051,0.132352184847017,CHARLS,education,middle
85,R1,0.130966886352859,0.127114230911546,0.129040558632202,CHARLS,education,middle
85,D2,0.150279907422778,0.146896695332425,0.148588301377602,CHARLS,education,middle
85,DEAD,0.390638469802568,0.428993229068656,0.409815849435612,CHARLS,education,middle
86,I0,0.168356975097322,0.146367573570891,0.157362274334107,CHARLS,education,middle
86,D1,0.128638869590051,0.120312417663898,0.124475643626975,CHARLS,education,middle
86,R1,0.127114230911546,0.122138538953363,0.124626384932455,CHARLS,education,middle
86,D2,0.146896695332425,0.142320835391735,0.14460876536208,CHARLS,education,middle
86,DEAD,0.428993229068656,0.468860634420113,0.448926931744384,CHARLS,education,middle
87,I0,0.146367573570891,0.126324515282811,0.136346044426851,CHARLS,education,middle
87,D1,0.120312417663898,0.111243190775153,0.115777804219525,CHARLS,education,middle
87,R1,0.122138538953363,0.115914883545223,0.119026711249293,CHARLS,education,middle
87,D2,0.142320835391735,0.136897029400108,0.139608932395922,CHARLS,education,middle
