module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,middle,84,recovery,D2,R1,0.106318549888023,1074
wealth_within_low_education,all,CHARLS,middle,85,recovery,D2,R1,0.10042786177279,1074
wealth_within_low_education,all,CHARLS,middle,86,recovery,D2,R1,0.0942141376442967,1074
wealth_within_low_education,all,CHARLS,middle,87,recovery,D2,R1,0.087608695096908,1074
wealth_within_low_education,all,CHARLS,middle,88,recovery,D2,R1,0.080593534588402,1074
wealth_within_low_education,all,CHARLS,middle,89,recovery,D2,R1,0.0732027902072847,1074
wealth_within_low_education,all,CHARLS,middle,90,recovery,D2,R1,0.0655212374960166,1074
wealth_within_low_education,all,CHARLS,middle,91,recovery,D2,R1,0.0577295366140038,1074
wealth_within_low_education,all,CHARLS,middle,92,recovery,D2,R1,0.0501923740794501,1074
wealth_within_low_education,all,CHARLS,middle,93,recovery,D2,R1,0.0432061102587073,1074
wealth_within_low_education,all,CHARLS,middle,94,recovery,D2,R1,0.0369457463512754,1074
wealth_within_low_education,all,CHARLS,middle,95,recovery,D2,R1,0.0314876058604551,1074
wealth_within_low_education,all,CHARLS,middle,96,recovery,D2,R1,0.0314876058604551,1074
